scientific_name,common_name,meaning,diet,length_m,weight_kg,height_m,locomotion,geological_period,lived_in,behavior_notes,first_discovered,fossil_location,notable_features,intelligence_level
Enigmacursor,Enigmacursor,La Amarga lizard,Herbivore,10.566344488149715,2347.505210587283,3.5814076551419287,Quadrupedal,Early Cretaceous,Argentina,Neck spines,1991,Argentina,Neck spines,Low
Nanotyrannus,Nanotyrannus,Dwarf tyrant,Carnivore,3.8022465514169057,nan kg,1.5716675672931013,Bipedal,Late Cretaceous,North America,Tyrannosaurid theropod (debated),1946,USA,Possibly juvenile T. rex,Unknown
Sinoceratops,Sinoceratops,"Chinese horned face  ",Herbivore,6.263059191973788,2056.270958723931,2.1505197583676487,Quadrupedal,Late Cretaceous,Asia,Ceratopsian dinosaur,2010,China,Medium ceratopsian,Medium
Ceratosuchops,Ceratosuchops,Horned crocodile face,Carnivore,7.543011349483004,2082.052630452733,3.2934758765321765,Bipedal,Late Cretaceous,Europe,Theropod dinosaur,2019,UK,Large predator,Large
Duriavenator,Duriavenator,Dorset hunter,Carnivore,7.496805635245611,1073.8553706321115,2.7604002827776655,Bipedal,Middle Jurassic (Bathonian),Europe (England),Megalosaurid theropod based on skull material,2008,"Oxford Clay, Dorset, England",Strong jaws; formerly Megalosaurus hesperis,High
Lessemsaurus,Lessemsaurus,Lessems lizard,Herbivore,11.002597433451669,,3.157808203545576,Bipedal,Late Triassic,South America,Sauropodomorph dinosaur,1999,Argentina,Early large sauropodomorph,Medium
Sciurumimus,Sciurumimus,Squirrel mimic,Carnivore,2.1331155297306457,13.921636684926728,0.7200774103860005,Bipedal,Late Jurassic,Europe,Theropod dinosaur,2012,Germany,Small feathered predator,Medium
Jeholosaurus,Jeholosaurus,Jehol lizard (named after Jehol region),Herbivore,1.0731998750893856,19.694142991068333,0.6361053835227544,Bipedal,Early Cretaceous,Asia (China),Small ornithopod dinosaur,2002,China,Agile and small-bodied,Medium
Gonkoken,Gonkoken,Gonkoken,Herbivore,8.2098745203124,3681.268370075827,3.1278208678882145,Bipedal,Late Cretaceous,South America,Hadrosaur dinosaur,2021,Chile,Medium hadrosaur,Medium
Diplotomodon,Diplotomodon,double knife tooth,Carnivore,,,,Bipedal,Cretaceous (unspecified),"North America (New Jersey, USA)",Known only from a single tooth; dubious,1868,New Jersey marl beds,Possibly fish or mosasaur misidentification,Unknown
Datanglong,Datanglong,dragon from Datang," CARNIVORE",7.211752586644861,920.9049101813151,2.717021789327543,Bipedal,Early Cretaceous (Aptian),Asia (China),Theropod possibly related to carcharodontosaurs,2014,"Yixian Formation, Guangxi Province",Partial skeleton with strong vertebrae,Medium
Zanabazar,Zanabazar junior,Zanabazar,Carnivore,1.8231392467348182,26.933597675742522,0.867232679624561,Bipedal,Late Cretaceous,Mongolia,Advanced troodontid theropod,1974,"Ömnögovi, Mongolia","Large braincase, long legs",High
Calamospondylus,Calamospondylus,reed vertebra,Carnivore,2.8472435499735687,51.152988387329735,-0.9477302750568921,Bipedal,Early Cretaceous (Valanginian),Europe (England),Theropod of uncertain identity; historic confusion,1865,"Wealden Beds, Isle of Wight",Possibly same as Calamosaurus; disputed genus,Unknown
Amygdalodon,Amygdalodon,Near lizard,Herbivore,2.027607877336731,54.8658528094705,-0.9485297303771615,Bipedal,Early Jurassic,USA,Small herbivore,1818,USA,Small body,Medium
Banji,Banji,striped (from Mandarin),carnivor,0.6559550079453683,1.6353007689328065,0.39741102633579223,Bipedal,Late Cretaceous (Maastrichtian),Asia (China),Small oviraptorid with crest,2010,"Nanxiong Formation, Jiangxi, China",Slender jaws; closely related to Citipati,High
Huehuecanauhtlus,Huehuecanauhtlus,ancient duck,Herbivore,4.135915562468466,472.61951838418247,1.0849007578679177,Bipedal,Late Cretaceous,North America,Ornithopod dinosaur related to hadrosaurs,2012,Mexico,Moderate-sized herbivore with duckbill,Low
Huinculsaurus,Huinculsaurus,Huincul lizard,Carnivore,7.5844472451134894,2561.356404604174 kg,2.7974760412645576,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2004,Argentina,Medium theropod,Medium
Alvarezsaurus,Alvarezsaurus,Vineyard lizard,Herbivore,1.9974794831182159,18.5765232197631,0.9608779964387548,Quadrupedal,Late Cretaceous,France,Armored,1989,France,Bony armor,Low
Triceratops?,Triceratops?,"Three-horned face?  ",Herbivore,8.935260730546393,,2.829306081785141,Quadrupedal,Late Cretaceous,North America,Ceratopsian dinosaur,1889,USA,Large ceratopsian,Medium
Kritosaurus,Kritosaurus,Near lizard,,1.8784548372254504,49.44535009736152,1.0912547406387427,Bipedal,Early Jurassic,USA,Small herbivore,1818,USA,Small body,Medium
Hypselosaurus,Hypselosaurus,high ridge lizard,Herbivore,12.653083865369204,6099.438677011464,3.6170866109485575,Quadrupedal,Late Cretaceous,Europe (France),Late-surviving sauropod,1870,France,Long neck and tail,Low
Sasayamagnomus,Sasayamagnomus,Sasayama giant,"herbivore ",6.1392177051223005,3808.310718413043,3.0578529794486133,Bipedal,Late Cretaceous,Asia,Sauropod dinosaur,2020,Japan,Medium sauropod,Medium
Bannykus,Bannykus,Banni claw,Carnivore,1.08209049687413,9.23318697582356,0.30607594793261594,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2010,China,Small theropod,Small
Newtonsaurus,Newtonsaurus,Newton's lizard,,5.057023935552355,283.9457539104019,1.633512700767561,Bipedal,Late Jurassic,Europe,Ornithischian dinosaur,1894,UK,Medium-sized herbivore,Unknown
Laosaurus,Laosaurus,Stone lizard,Herbivore,1.9618980361713179,100.21305240321028,0.6318483170261346,Bipedal,Late Jurassic,North America,Ornithopod dinosaur,1878,USA,Small herbivore,Medium
Tachiraptor,Tachiraptor,Táchira hunter,Carnivore,3.533827429871121,90.72885465417309,1.1768963378907045,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2017,Venezuela,"Small, fast predator",Small
Muttaburrasaurus,Muttaburrasaurus,Sand lizard,Herbivore,3.750547193492255,318.5393826722428,1.2636436783778167,Bipedal,Early Jurassic,USA,Early sauropodomorph,1889,USA,Slender build,Medium
Caenagnathasia,Caenagnathasia,recent jaw from Asia,Omnivore,0.863043842150728,3.0391981468197606,0.5023333155489045,Bipedal,Late Cretaceous (Turonian),Asia (Uzbekistan),Tiny oviraptorosaur; among smallest known non-avian dinos,1994,"Bissekty Formation, Uzbekistan",Jaw structure similar to birds,High
Xiaosaurus,Xiaosaurus,Xiao lizard,Herbivore,1.1795373887838267,9.858752444088905,0.38173545527999075,Bipedal,Jurassic,Asia,Theropod dinosaur,1978,China,Small theropod,Small
Yunxianosaurus,Yunxianosaurus,Yunxian lizard,Herbivore,8.680076165562362,4535.534735605137,2.7611188447680375,Quadrupedal,Late Jurassic,Asia,Sauropod dinosaur,2010,China,Large sauropod,Large
Zhuchengosaurus,Zhuchengosaurus maximus,Zhucheng lizard,Herbivore,15.278721647001953,15322.517361141605,6.366268723112153,Bipedal,Late Cretaceous,China,Large hadrosaurid,2007,"Shandong, China",Gigantic duck-billed dinosaur,Medium
Qianlong,Qianlong,Qianlong dragon,Herbivore,10.261033966611137,7255.418917185524,3.9963235108631183,Quadrupedal,Late Jurassic,Asia,Sauropod dinosaur,2020,China,Large sauropod,Large
Agujaceratops,Agujaceratops,Aguja horned face,Herbivore,4.086283810561465,2120.4393223266834,1.8737761985207846,Quadrupedal,Late Cretaceous,"Texas, USA",Chasmosaurine ceratopsid; elaborate frill,1938 (described 2006),"Aguja Formation, Texas",Long frill with ornamental spikes,Medium
Alocodon,Alocodon,furrow tooth,Herbivore,1.1657253463655857,9.611231584274782,0.5270880358410369,Bipedal,Late Jurassic or Early Cretaceous (uncertain),Europe (Portugal or UK),Possibly small ornithopod or basal ceratopsian,1973,Lourinhã or Wealden formations (disputed),Only teeth found; taxonomic status uncertain,Unknown
Levnesovia,Levnesovia,Levnesov's lizard,carnivor,1.3939054285468653,14.522589642037028,0.5030329148681744,Bipedal,Late Cretaceous,Asia (Uzbekistan),Hadrosauroid dinosaur,2009,Uzbekistan,Small early hadrosauroid,Medium
Indosaurus,Indosaurus,Indian lizard,,6.459882440419868,1582.0229099123192,2.4196377182051996,Bipedal,Late Cretaceous,Asia (India),Theropod related to abelisaurids,1933,India,Short snout and stocky build,Medium
Hexing,Hexing,crane lizard,Carnivore,1.024692364065603,4.34229233347979,0.5675926639546691,Bipedal,Late Jurassic,Asia (China),Tiny basal troodontid dinosaur,2014,China,"Very small, bird-like theropod",High
Pradhania,Pradhania,Pradhan's lizard,Herbivore,4.42587516345098,154.39521593074102,1.2180151539523465,Bipedal,Early Jurassic,Asia,Primitive sauropodomorph,2007,India,Small herbivore,Unknown
Shanyangosaurus,Shanyangosaurus,Shanyang lizard,Carnivore,6.2756489125098565,,2.4927093831439224,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,1999,China,Medium predator,Medium
Ajancingenia,Ajancingenia,Ajanci claw,carnivor,2.1919244108305316,21.860522475520074,0.7394617289753901,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2013,Mongolia,Small theropod,Small
Lesothosaurus,Lesothosaurus,Sand lizard,Herbivor,2.14356032743627,12.974269206323719,0.8268269047991117,Bipedal,Early Jurassic,USA,Early sauropodomorph,1889,USA,Slender build,Medium
Adamantisaurus,Adamantisaurus,Adamantina lizard,Herbivore,12.40303990459627,10987.78435274285,4.326125586686467,Quadrupedal,Late Cretaceous,Brazil,Known from partial tail; classification uncertain,1959 (described 2006),"Bauru Group, Brazil","Titanosaur tail vertebrae, few remains",Unknown
Riparovenator,Riparovenator,Riverbank hunter,Carnivore,6.087749161126418,3602.440705702464,3.4722918278048676,Bipedal,Early Cretaceous,Europe,Theropod dinosaur,2020,UK,Large theropod,Large
Wuerhosaurus,Wuerhosaurus,Wuerho lizard,OMNIVORE,6.515569409603391,3117.459211599929,2.615609314890466,Quadrupedal,Early Cretaceous,Asia,Stegosaur dinosaur,1973,China,Medium stegosaur,Medium
Gobiraptor,Gobiraptor,Gobi thief,Omnivore,1.9358866799376901,32.328936611202124,1.0834064187079342,Bipedal,Late Cretaceous (Maastrichtian),Asia (Mongolia),Oviraptorid with thick jaws adapted for crushing,2019,"Nemegt Formation, Mongolia",Unusual jaw suggests dietary specialization,High
Berthasaura,Berthasaura,Bertha lizard,Omnivore,1.019420656272178,10.723936902301396,0.3240816889917099,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2018,Argentina,Small theropod,Small
Ceratosuchops,Ceratosuchops,Horned crocodile face,Carnivore,7.926577626458407,2020.5851817194452,2.8757039055659237,Bipedal,Late Cretaceous,Europe,Theropod dinosaur,2019,UK,Large predator,Large
Kerberosaurus,Kerberosaurus,Cerberus lizard (three-headed dog reference),Herbivore,6.614581611288421,3388.509918739359,2.705826030849155,Quadrupedal,Late Cretaceous,Asia (Russia),Hadrosaurid dinosaur,2013,Russia,Robust skeleton and broad snout,Medium
Lutungutali,Lutungutali,Lutungutali,,1.04825427769676,51.9781922490972,0.4773275534029396,Bipedal,Early Triassic,Africa,Pre-dinosaur reptile,2010,Tanzania,Small reptile,Small
Lourinhanosaurus,Lourinhanosaurus,Lourinhã lizard,Carnivore,6.813911974912197,533.1109844783172,2.4431827892660385,Bipedal,Late Jurassic,Europe (Portugal),Tetanuran theropod dinosaur,1998,Portugal,Large predator of its time,Medium
Asfaltovenator,Asfaltovenator,Asfalto hunter,Carnivore,7.862067468226659,1896.4238233253086,3.0684343748385627,Bipedal,Late Jurassic,South America,Theropod dinosaur,2019,Argentina,Large predator,Large
Rhabdodon,Rhabdodon,Rod tooth,Herbivore,4.9966487366758,1180.4456769552908,1.6991115917582482,Bipedal,Late Cretaceous,Europe,Iguanodont-like ornithopod,1869,"France, Spain",Robust build,Medium
Crittendenceratops,Crittendenceratops,Crittenden horned face," CARNIVORE",4.273201822108415,1026.4397109576391,1.6446897451017923,Quadrupedal,Late Cretaceous,North America,Ceratopsian dinosaur,2019,USA,Medium ceratopsian,Medium
Tatankacephalus,Tatankacephalus,"Tatanka head  ",Herbivore,4.725388084844358,1431.011256108152,1.9033058963916283,Quadrupedal,Late Cretaceous,North America,Ankylosaurid dinosaur,2009,USA,Small armored dinosaur,Medium
Jaxartosaurus,Jaxartosaurus,Different lizard,Carnivore,11.660397409098087,1917.4372112905103,3.735197048131212,Bipedal,Late Jurassic,North America,Pack hunter,1877,USA,Large skull,Medium
Amargatitanis,Amargatitanis,Amarga giant,Herbivore,12.06806009229448,9498.146213346108,4.600463132249592,Quadrupedal,Early Cretaceous (Barremian–Aptian),South America (Argentina),Titanosaurid sauropod; named after La Amarga,2007,"La Amarga Formation, Argentina",Titanosaur traits; robust limb bones,Low
Dakotaraptor,Dakotaraptor,thief from Dakota,Carnivore,5.231172604874904,321.25978172721045,2.116213992788655,Bipedal,Late Cretaceous (Maastrichtian),"North America (South Dakota, USA)",Large dromaeosaurid with quill knobs,2015,"Hell Creek Formation, South Dakota",One of largest known raptors; feathered arms,High
Blasisaurus,Blasisaurus,Blasi lizard,,5.952419115606121,1774.703517887044,2.465622737508082,Quadrupedal,Late Cretaceous (Maastrichtian),Europe (Spain),Lambeosaurine hadrosaur with distinct skull features,2010,"Blasi site, Arén Formation, Spain",Closely related to Arenysaurus; nasal crest morphology,Medium
Wamweracaudia,Wamweracaudia,Wamwera tail,Herbivore,11.030233899674405,7913.903248037348,4.222447219590431,Quadrupedal,Late Jurassic,Africa,Sauropod dinosaur,2004,Tanzania,Large sauropod,Large
Staurikosaurus,Staurikosaurus pricei,Southern cross lizard,Carnivore,2.144244761193378,32.30598923966636,0.6841966813140142,Bipedal,Late Triassic,Brazil,Early herrerasaurid theropod,1936,Rio Grande do Sul,Balanced runner; slender body and long tail,Medium
Mosaiceratops,Mosaiceratops,Mosaic horned face,Herbivore,2.02159788264872,191.11431539132286,0.9423462136223884,Bipedal,Late Cretaceous,Asia (China),Ceratopsian dinosaur,2015,China,Primitive ceratopsian,Unknown
Lamaceratops,Lamaceratops,Lama horned face,Herbivore,1.9137642053974695,291.9159819956843,1.1774848133054763,Bipedal,Late Cretaceous,Asia (China),Ceratopsian dinosaur,2002,China,Partial skull fossils,Medium
Ingentia,Ingentia,Huge one,Herbivore,10.401044547095822,8206.055057580714 kg,4.708828728094229,Bipedal,Late Jurassic,South America,Sauropod dinosaur,2015,Argentina,Large sauropod,Large
Chirostenotes,Chirostenotes,Near lizard,Herbivore,1.9787445255191658,54.30760765531193,0.9996856960644508,Bipedal,Early Jurassic,USA,Small herbivore,1818,USA,Small body,Medium
Yi (Yi qi),Yi,Strange wing,Omnivore,0.719676800572383,0.912891054294144,0.32253610880719047,Bipedal,Late Jurassic,Asia,Theropod dinosaur,2015,China,Small feathered dinosaur,Small
Bakesaurus,Bakesaurus,Unknown,Unknown,,,,Unknown,Unknown,Unknown,Name listed in some databases; possibly invalid,Unknown,Unknown,Potential nomen nudum or database artifact,Unknown
Zhuchengosaurus,Zhuchengosaurus maximus,Zhucheng lizard,Herbivore,16.00715095067959,15017.200654808637,6.459327201772878,Bipedal,Late Cretaceous,China,Large hadrosaurid,2007,"Shandong, China",Gigantic duck-billed dinosaur,Medium
Silutitan,Silutitan,Silu titan,Herbivore,16.224281660337997,14199.50613425344,6.189552877737963,Quadrupedal,Late Jurassic,Asia,Sauropod dinosaur,2020,China,Large sauropod,Large
Kamuysaurus,Kamuysaurus,"Kamuy lizard (""Kamuy"" means spirit in Ainu)",Herbivore,8.456411752727824,4029.246496405217,3.196287382516844,Quadrupedal,Late Cretaceous,Asia (Japan),Hadrosaurid dinosaur,2019,Japan,Well-preserved skeleton,Medium
Dracovenator,Dracovenator,dragon hunter,Carnivore,6.082062880600733,,2.4173598859122154,Bipedal,Early Jurassic (Hettangian),Africa (South Africa),Dilophosaurid theropod with partial skull,2006,"Elliot Formation, South Africa",Likely close to Dilophosaurus; crest-bearing,High
Nebulasaurus,Nebulasaurus,Cloud lizard,Herbivore,2.924458877368396,212.18531714883247,1.217133174265054,Bipedal,Early Jurassic,Asia (China),Basal sauropodomorph,2010,China,Primitive herbivore,Unknown
Yingshanosaurus,Yingshanosaurus jichuanensis,Yingshan lizard,Herbivore,3.7183848869267697,,2.1888850615230866,Quadrupedal,Jurassic,China,Poorly known stegosaurid,1983,"Sichuan, China",Based on fragmentary skeleton,Low
Vectiraptor,Vectiraptor,Vectis thief,Carnivore,3.411437387018418,99.78247845217139 kg,1.291838233142648,Bipedal,Cretaceous,Europe,Theropod dinosaur,2019,UK,Small predator,Small
Yunnanosaurus,Yunnanosaurus huangi,Yunnan lizard,Herbivore,7.628597466223001,910.5740093427775,2.506195380881074,Quadrupedal,Late Triassic–Early Jurassic,China,Early sauropodomorph with leaf-shaped teeth,1942,"Yunnan, China","Long neck, early herbivore",Medium
Oceanotitan,Oceanotitan,Ocean titan,Herbivore,21.962884194972922,33185.07151522107,6.737300054127622,Quadrupedal,Late Cretaceous,Europe,Sauropod dinosaur,2020,Portugal,Large sauropod,Large
Paralititan,Paralititan,Near sea titan,Herbivore,25.425318885018243,65110.07395384889,7.0943622010147696,Quadrupedal,Late Cretaceous,Africa,Titanosaurian sauropod,2001,Egypt,One of the largest titanosaurs,Unknown
Tongtianlong,Tongtianlong,Tongtian dragon,Herbivore,5.9952961079955545,2173.2402841926596,2.621598792557072,Bipedal,Late Cretaceous,Asia,Hadrosauroid dinosaur,2016,China,Medium hadrosaur,Medium
Magnirostris,Magnirostris,Large beak,"herbivore ",5.979886527715925,811.6899975352604,2.436124748711992,Bipedal,Late Cretaceous,Asia (China),Theropod dinosaur,2005,China,Notable large snout,Medium
Dravidosaurus,Dravidosaurus,Dravido lizard,Herbivore,5.108026307581003,nan kg,1.8130307645709263,Quadrupedal,Late Cretaceous,Asia,Stegosaur dinosaur,1986,India,Medium stegosaur,Medium
Quaesitosaurus,Quaesitosaurus,Extraordinary lizard,OMNIVORE,24.66338062110775,,7.330678785864625,Quadrupedal,Late Cretaceous,Mongolia,Sauropod with limited fossil remains,1983,Mongolia,Poorly preserved skull,Low
Paludititan,Paludititan,Swamp titan,Herbivore,14.906489149447237,21710.068867959533,5.734423693816652,Quadrupedal,Late Cretaceous,Europe,Argentinian titanosaurian sauropod,2017,Romania,Large titanosaur,Unknown
Dysalotosaurus,Dysalotosaurus,uncatchable lizard," CARNIVORE",5.452419447327362,401.33446429782043,1.5776609184731913,Bipedal,Late Jurassic (Kimmeridgian),Africa (Tanzania),Hypsilophodont-like ornithopod; numerous juveniles,1919,"Tendaguru Formation, Tanzania",Known from hundreds of individuals; well-studied growth,Medium
Cetiosaurus,Cetiosaurus,Sand lizard,Herbivore,4.047808908358343,281.31916094825266,1.2261654677145755,Bipedal,Early Jurassic,USA,Early sauropodomorph,1889,USA,Slender build,Medium
Nevadadromeus,Nevadadromeus,Nevada runner,Carnivore,3.6528089200932996,1118.5628854168363,1.8809610024188124,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2020,USA,Small theropod,Small
